time (min),HH,HH_err,VV,VV_err,pct HH,pct HH err
160,1551.7666666666669,7.584085168011581,1633.1333333333332,6.738129304057033,48.72261818790753,0.15979703065092438
164,1554.0,6.873862900941962,1630.5166666666669,5.880656611178525,48.79861412773262,0.14260086980003306
168,1536.75,8.110281694036471,1628.55,6.230941910359272,48.5499004833665,0.16282644331538038
172,1548.65,4.776309036532349,1634.783333333333,5.878172734875349,48.64716291634818,0.1183434539406057
176,1555.0666666666666,6.72797213462006,1634.5833333333333,5.734403733948847,48.75352050120442,0.13916538449996183
180,1539.1333333333332,6.264774850461573,1622.9,12.302977651085694,48.6754303665363,0.21496091648375062
184,1544.0,6.88033342074204,1626.65,5.325825547992742,48.696639490325325,0.13814784878583294
188,1543.4833333333336,5.229093780435746,1637.35,5.7613880218876385,48.52449567723344,0.12200780861952291
192,1534.7166666666667,7.2263671594059256,1615.8333333333335,5.918803301608681,48.71265863632275,0.14904140223896614
196,1538.0666666666666,6.646664804772901,1627.6166666666668,6.17518246389538,48.58561342732743,0.1436497709187666
200,1535.083333333333,5.823835383295432,1632.0,4.472453814960322,48.469938166030786,0.11689282821066563
204,1533.85,4.082845236730879,1623.2333333333336,8.38325152725026,48.584400158374024,0.14513720624639842
208,1527.2333333333333,8.876637825345052,1631.9666666666665,5.513887493143772,48.342407360513214,0.16788803563787283
212,1534.5500000000002,10.402876775122783,1623.6333333333332,3.6738263587782725,48.58964277986818,0.17852683448286788
216,1534.2833333333335,2.9931069497398473,1628.3166666666668,6.002367286689643,48.51335399144164,0.1041732921184623
220,1533.4500000000003,7.435860766104299,1622.5,6.3793056145844735,48.58917283226921,0.1559460010117499
224,1549.4666666666665,6.559481999061711,1637.0833333333335,5.8721970338246186,48.625211174049255,0.13861243892764818
228,1564.4666666666667,8.313201848665438,1627.1333333333334,6.4371880378977995,49.01825625600534,0.1655546868340092
232,1553.8833333333332,5.156739715529823,1619.25,6.690623053795478,48.96999810912452,0.132434398522886
236,1539.7666666666669,5.601159815896422,1618.6,7.289506462617376,48.75199206340831,0.14464002645088908
